"source","id","doi","title","authors","journal","published_date","url","abstract"
"pubmed","42710138","10.1016/j.talanta.2026.130569","Paper microfluidic LAMP-CRISPR/enAsCas12a platform for multiplex detection of waterborne pathogens in drinking water.","Du, Wei; Lv, Haoran; Zhou, Hourong; Mao, Kang; Chen, Zhen; Ran, Fang; Cao, Haorui; Hamza, Ibrahim Ahmed; Li, Zuoxiang; Yang, Zhugen; Pan, Bo; Zhang, Hua","Talanta","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42710138/","Pathogenic contamination poses a threat to drinking water safety and public health. To address contamination by Escherichia coli (E. coli), Salmonella spp., and Shigella spp., this study developed paper microfluidics for on-site multi-target detection based on an integrated LAMP-CRISPR/enAsCas12a assay. The device integrates nucleic acid enrichment, purification, elution, and multi-channel reaction processes into a paper-based device. Structural parameters, including hydrophilic pore size, glass fiber adsorption units, reaction chamber dimensions, and plate thickness, were optimized to improve nucleic acid recovery and fluid distribution. CRISPR/enAsCas12a-mediated sequence verification was incorporated to improve endpoint interpretation following LAMP amplification under complex water-matrix conditions. The limits of detection were 1.11 x 10(2), 1.87 x 10(4), and 1.95 x 10(2) copies/muL for E. coli, Salmonella spp., and Shigella spp., respectively, and the maximum DNA recovery efficiency was approximately 70%. Validation using samples from 15 drinking-water source sites in Tongren City, China, generated positive E. coli responses at all sites and Salmonella responses at selected sites, whereas Shigella was not detected under the applied conditions. Comparison with qPCR showed broadly consistent concentration patterns for E. coli, whereas differences were observed for some low-abundance Salmonella samples, which may be associated with the relatively higher detection limit of the Salmonella channel. Overall, the developed platform provides an integrated and portable-compatible approach for decentralized multiplex screening of waterborne pathogens and establishes a basis for further field-oriented development."
"pubmed","42710047","10.1097/MOH.0000000000000955","Sickle cell disease and hematopoietic stem cell transplantation: donor expansion, gene-modified grafts and prenatal horizons.","Mackina, Giula; Shangaris, Panicos","Current opinion in hematology","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42710047/","PURPOSE OF REVIEW: To review advances from the past 18 months in allogeneic hematopoietic stem cell transplantation (HSCT) and autologous gene-modified stem cell transplantation for sickle cell disease (SCD), and to relate these developments to stem cell biology, conditioning and emerging prenatal strategies. RECENT FINDINGS: Matched sibling HSCT remains the clinical benchmark, but recent studies show age- and regimen-dependent trade-offs between durable engraftment, graft-versus-host disease and toxicity. Haploidentical platforms using posttransplant cyclophosphamide, thiotepa or intensified low-dose irradiation have widened donor access, although infection, graft failure and chronic graft-versus-host disease remain important. Autologous CRISPR-edited and lentiviral grafts can nearly eliminate severe vaso-occlusive events, but still require stem cell collection, individualized manufacture and myeloablative conditioning. New work identifies inflammation, lineage skewing, reduced GATA1 and premature senescence as determinants of sickle stem cell fitness, while culture-sparing editing and antibody-directed conditioning offer routes to safer transplantation. SUMMARY: Curative SCD therapies are converging on the same challenge: establishing durable healthy hematopoiesis with acceptable toxicity. Progress will depend on graft quality, safer niche creation, patient-centred outcomes and equitable delivery. In vivo and prenatal approaches remain preclinical and require a substantially higher maternal-foetal safety threshold."
"pubmed","42710038","10.1021/acssensors.6c01650","CRISPR-Based Diagnostic Assay for Point-of-Care Detection of Methicillin-Resistant Staphylococcus aureus in patients with Bloodstream Infections.","Huang, Hai-Qian; Zhang, Jun-Heng; Hu, Xie-Fei; Xu, Jing-Song; Liu, Yu; Yang, Shuang; Li, Tian-Ming; Zhu, Zi-Yue; Li, Shun; Li, Wei; Li, Min; Wang, Hua","ACS sensors","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42710038/","Methicillin-resistant Staphylococcus aureus (MRSA) is a leading cause of mortality in critically ill patients with bloodstream infections (BSIs). Timely diagnosis and early initiation of guideline-concordant antimicrobial therapy are independently associated with improved survival and reduced complication rates in patients with MRSA BSIs. However, current blood culture-based detection of MRSA requires 3-7 days for definitive identification and antimicrobial susceptibility reporting, entails numerous manual steps, and frequently delays the transition from empirical to pathogen-directed therapy, thereby affecting treatment outcomes and patient prognosis. Here, we present a highly sensitive and specific CRISPR-based diagnostic platform that shortens the MRSA detection time from >70 h to  approximately 2 h-enabling true ""sample-to-result"" testing directly from whole blood at the point of care. This study develops a one-step RPA-CRISPR assay targeting the S. aureus nucA and mecA genes, with 10 copies/reaction sensitivity and no cross-reactivity. By integrating vancomycin-conjugated magnetic nanoparticles, a herringbone microfluidic chip, and a miniaturized wireless analyzer, the platform performs on-chip S. aureus capture, lysis-mediated DNA release, and dual-gene detection directly from whole blood. In a prospective, multicenter clinical evaluation of 350 hospitalized patients with suspected bacteremia, the HELP platform identified all 20 S. aureus-positive cases (including 8 MRSA-positive cases), demonstrating 100% positive percent agreement with blood culture. By delivering definitive MRSA identification in under 2 h, HELP markedly accelerates clinical decision-making, facilitates the timely initiation of targeted antimicrobial therapy, and holds strong potential for scalable deployment in primary care and resource-constrained settings."
"pubmed","42709888","10.1371/journal.ppat.1014599","PRMT3 restricts porcine epidemic diarrhea virus replication by disrupting the interaction between VAPA and the viral nucleocapsid protein.","Wu, He-Yong; Zhong, Shu-Yu; Qi, Ao-Si; Wang, Zi-Ru; Tu, Qiu-Se; Li, Feng; Wu, Rui; Wang, Jing-Yao; Song, Fan; Zhang, Tian-Yi; Li, Ting; Yu, Qing-Chun; Yuan, Hong-Ming; Lv, Dong-Mei; Ouyang, Hong-Sheng; Du, Xi-Liang; Pang, Da-Xin; Xie, Zi-Cong","PLoS pathogens","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42709888/","Porcine epidemic diarrhea virus (PEDV) represents a severe threat to the global swine industry. Its infection process involves intricate virus-host interactions and immune evasion mechanisms, but effective therapeutic targets remain elusive. In this study, we identified protein arginine methyltransferase 3 (PRMT3) as a novel regulatory factor that significantly modulates PEDV infection via genome-wide CRISPR/Cas9 knockout library screening. Knockout or inhibition of PRMT3 markedly enhanced PEDV infection in multiple cell lines, including LLC-PK1, IPEC-J2, and primary porcine intestinal epithelial cells. Mechanistic investigations revealed that PRMT3 can restrict PEDV infection by interacting with vesicle-associated membrane protein-associated protein A (VAPA). Further analysis revealed that VAPA facilitates cholesterol transport through binding to oxysterol-binding protein (OSBP) and inhibits the autophagic degradation of the viral nucleocapsid (N) protein, with both processes being critical for promoting PEDV infection in host cells. A detailed analysis revealed that K52 within its major sperm protein (MSP) domain interacts with D404 and D405 in the two phenylalanines in an acidic tract (FFAT)-like motifs of the N protein, and these interactions proved essential for PEDV infection. In summary, this is the first study to identify and validate the PRMT3-VAPA-N protein autophagic degradation axis as a key pathway through which PRMT3 suppresses PEDV infection, with VAPA acting as an essential host factor for PEDV pathogenesis. These findings uncover novel signaling pathways and molecular targets for the development of anti-PEDV therapeutics."
"pubmed","42709802","10.1073/pnas.2534362123","In vivo genome-wide CRISPR screens identify FOXR1 as a suppressor of CD8(+) T cell antitumor immunity.","Yang, Xue; Ouyang, Han; Xu, Henan; Peng, Lingxiao; Cui, Jianzhou; Zhang, Bin; Huang, Bo; Wang, Chunmei; Li, Guideng; Cao, Xuetao","Proceedings of the National Academy of Sciences of the United States of America","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42709802/","T cell dysfunction critically limits the efficacy of T cell-based immunotherapies in solid tumors, yet the intrinsic regulators of T cell dysfunction remain incompletely understood. Through an in vivo genome-wide CRISPR screen in tumor-infiltrating CD8(+) T cells, we identified Forkhead Box R1 (FOXR1) as a potent transcriptional suppressor of CD8(+) T cell effector functions. Genetic ablation of FOXR1 significantly enhanced cytokine production and cytotoxic capacity in both murine and human CD8(+) T cells, whereas its overexpression impaired T cell activation and effector molecule expression. Mechanistically, multiomics integration of RNA-seq, CUT&Tag-seq, and ATAC-seq revealed that FOXR1 binds directly to promoter regions of key effector genes, including IL2, GZMB, and PRF1, and represses their expression. Importantly, FOXR1 deletion in human anti-CD19 CAR T cells improved their efficacy against solid tumors, demonstrating that FOXR1 is a checkpoint of T cell effector function and targeting FOXR1 is a promising strategy to enhance CAR T cell efficacy against solid tumors."
"pubmed","42709801","10.1073/pnas.2615890123","A host-encoded prophage targets a Candidate Phyla Radiation bacterium and shapes episymbiotic interactions.","Kumar, Ajay; Nahar, Nusrat; Chouhan, Deepak; McLean, Jeffrey S; Bor, Batbileg; Dong, Pu-Ting; He, Xuesong","Proceedings of the National Academy of Sciences of the United States of America","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42709801/","The Patescibacteriota, also known as the Candidate Phyla Radiation (CPR), represent a large lineage of ultrasmall bacteria with highly reduced genomes and obligate dependence on bacterial hosts. Although genomic analyses have revealed CRISPR-Cas and restriction-modification systems in many CPR genomes, no cognate bacteriophages (phages) have been isolated, leaving CPR-phage interactions unexplored. Nanosynbacter lyticus TM7x, the first cultivated CPR bacterium, grows episymbiotically on its host, Schaalia odontolytica XH001, in the human oral microbiome. Here, we identify Xhp1, an inducible prophage of XH001 that is preferentially activated during episymbiosis with TM7x. Released Xhp1 particles infect prophage-free XH001 via distinct strategies determined by host growth mode, establishing lysogeny under planktonic conditions but driving lytic infection during surface-associated growth. Xhp1 also binds efficiently to TM7x and exhibits limited infection under the conditions tested, indicating direct phage-CPR interactions. Importantly, TM7x modulates Xhp1 availability in a spatially dependent manner. In planktonic culture, free-floating TM7x reduces lysogenic conversion of XH001DeltaXhp1, consistent with TM7x acting as a phage sink that lowers effective phage concentration. In contrast, during surface-associated growth, TM7x increases XH001DeltaXhp1 susceptibility to lytic infection, likely by locally concentrating phage particles within a constrained niche. These results demonstrate that CPR bacteria can regulate viral encounter rates through spatial organization. In spatially structured environments such as oral biofilms, such modulation may shape infection dynamics and community structure. Together, this work characterizes the first CPR-targeting phage and reveals a an important role for phages in CPR-host bacteria interactions."
"pubmed","42709589","10.1021/acsabm.6c01518","Sequential Precise Targeted Hepatitis B Virus Therapy: Hepatitis B Virus-Specific Small Interfering RNA Followed by Aggregation-Induced Emission-Photothermal Ablation Based on Macrophage Membrane-Coated Nanoplatform.","Wei, Zihui; Gao, Lixia; Zheng, Mengting; Wang, Xun; Fu, Xinting; Duan, Han; Wang, Jiamei; Wu, Yanqiu; Ma, Fei; Zhang, Yunlong; Jia, Yue; Gu, Qin; He, Changting; Wang, Yongli; Li, Bin; Ma, Weifeng; Liao, Yuhui","ACS applied bio materials","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42709589/","Chronic hepatitis B (CHB) afflicts approximately 254 million people worldwide and is responsible for more than one million deaths annually. Intrahepatic persistence of covalently closed circular DNA (cccDNA), the episomal transcriptional template of hepatitis B virus (HBV), sustains chronic replication, blunts the efficacy of antiviral therapy, and precipitates virological relapse once treatment is discontinued. While emerging cccDNA-targeted strategies include CRISPR/Cas9-mediated cleavage and epigenetic silencing, their clinical translation is impeded by delivery inefficiency, safety concerns, and limited durability. Herein, we present a sequential nano-therapeutic platform that combines small interfering RNA (siRNA) delivery using HBV-pre-activated macrophage membranes (HMs) with photothermal therapy utilizing aggregation-induced emission (AIE) agents. In the first step, HM-coated lipid nanoparticles encapsulating siRNA (siR@HM NPs) enable virus to neutralize and hepatocyte targeted delivery via surface viral receptors, achieving efficient gene silencing. At 72 h post-administration, HM-coated PLGA nanoparticles loaded with an AIE photothermal agent (TPAT@HM NPs) are introduced, facilitating near-infrared IIb fluorescence-guided 808 nm laser ablation of residual infected cells. In a cell model of chronic HBV infection, both siR@HM NPs and TPAT@HM NPs achieved targeted delivery to infected hepatocytes. Critically, sequential administration yielded superior antiviral efficacy compared with concurrent administration or either monotherapy, leading to substantial reduction in HBsAg, HBeAg, HBV DNA, cccDNA, and pgRNA levels. Biosafety assessments confirmed negligible cytotoxicity, hemolysis, and systemic toxicity. This bionic platform integrates time-programmed virus targeting, RNA interference, and photothermal ablation. The virus-preactivated membrane coating enables dual recognition of both viral particles and infected cells, offering a precise and scalable theranostic strategy for HBV and other refractory viral infections."
"pubmed","42709540","10.1080/15384047.2026.2724630","Thioredoxin reductase-1 facilitates cellular plasticity and stemness mediated by TGF-beta1 in non-small cell lung cancer.","Lang, Yaw-Dong; Gu, Shin-Yuan; Shih, Jou-Ho; Lin, Chun-Jung; Chiang, Hua-Hsin; Lin, Tsai-Yu; Lee, Yu-Ching; Tsai, Keng-Chang; Chang, Jui-Tin; Chu, Cheng-Ying; Jou, Yuh-Shan; Chou, Teh-Ying","Cancer biology & therapy","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42709540/","BACKGROUND: Cellular plasticity and epithelial-mesenchymal transition (EMT) promote the initiation and progression of non-small cell lung cancer (NSCLC). Thioredoxin reductase 1 (TXNRD1), a key redox enzyme, has been linked to malignancy, but its mechanism in NSCLC remains unclear. We examined whether TXNRD1 regulates TGF-beta1 autocrine signaling to drive EMT and stemness. MATERIALS: Stage-progression gene profiles were analyzed in the TCGA and GEO databases with an emphasis on redox gene families. TXNRD1 was manipulated by overexpression or knockdown in A549, H226, and H1299 cells, followed by migration/invasion, spheroid assays, ELISA for cytokines, and RT-qPCR/Western blot for EMT markers. RNA-seq with pathway enrichment analyses was used to identify downstream programs. An orthotopic lung cancer mouse model was established using TXNRD1-WT cells, TXNRD1-deficient cells, and TXNRD1-deficient cells treated with TRi-1. Tumor progression was monitored by bioluminescence imaging at 6 and 12 weeks after transplantation. RESULTS: TXNRD1 expression was ~2-fold higher in advanced-stage NSCLC and was validated in tumor tissues. CRISPR/Cas9 or siRNA knockdown reduced EMT-associated genes and decreased TGF-beta1 production in A549 and H226 cells. TXNRD1 overexpression increased EMT and stemness markers and produced larger, more compact spheres with higher sphere numbers in H1299 cells. RNA-seq indicated the TXNRD1 pathway activates the TGF-beta1 pathway to promote EMT, motility, and stemness via an autocrine loop; knockdown or TXNRD1 inhibition suppressed metastatic tumor growth in vivo. CONCLUSIONS: Our study identifies TXNRD1 as a crucial regulator of cellular plasticity and metastasis in NSCLC via the TGF-beta1 pathway, suggesting that targeting TXNRD1 may reduce metastatic potential and improve patient survival."
"pubmed","42709186","10.1007/s00204-026-04540-7","Maternal age as a driver of genome instability: mechanisms linking aneuploidy, mutagenesis and mitochondrial dysfunction.","Ramos, Sandra; Marchetti, Francesco","Archives of toxicology","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42709186/","Advanced maternal age is a well-established risk factor for adverse reproductive outcomes due to increased rates of aneuploidy. However, emerging evidence indicates that the genetic consequences of maternal aging extend well beyond chromosome mis-segregation. Aging oocytes acquire a broad spectrum of genetic abnormalities, including maternally derived nuclear de novo mutations (DNMs) and mitochondrial DNA mutations, together with epigenetic dysregulation of DNA methylation and post-translational modification levels. These changes reflect the unique biology of the female germline in which oocytes remain arrested in meiotic prophase I for decades. Age-related deterioration of key processes, such as erosion of cohesion complexes, altered meiotic recombination, and weakened spindle assembly checkpoint surveillance collectively destabilize meiotic chromosome architecture, directly driving chromosome mis-segregation. At the same time, accumulation of endogenous DNA damage and declining DNA damage and repair processes increase the chances of transmitting lesions that can be converted into sequence-level mutations during the earliest embryonic divisions, when genome maintenance relies exclusively on maternal factors. High-resolution sequencing studies further demonstrate that maternal aging is associated with increased DNMs burden in both nuclear and mitochondrial DNA. Together, these findings support a model in which maternal aging is a driver of genome-wide instability that links aneuploidy and mutagenesis through shared defects in meiotic surveillance, declining DNA repair efficiency, and mitochondrial function. This framework positions delayed childbearing as a multifaceted genetic risk factor that extend beyond aneuploidy to include mutations and other genomic alterations that can impact intergenerational genetic risk."
"pubmed","42708417","10.1111/jipb.70386","Plant cis-regulatory grammar: Decoding the multidimensional code of transcriptional regulation for programmable crop engineering.","Zhang, Libin; Li, Maoteng","Journal of integrative plant biology","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42708417/","Cis-regulatory elements (CREs) orchestrate the spatiotemporal precision of gene expression that underlies plant development, adaptation, and domestication. Decoding the cis-regulatory grammar of plant genomes remains a central challenge in modern biology, with profound implications for programmable crop engineering. Here, recent conceptual and technological advances are synthesized to reshape our understanding of plant CREs. This review first argues that CRE function is not only an intrinsic property of DNA sequence alone but also emerges from a multidimensional context, including chromatin accessibility, histone modifications, three-dimensional genome topology, and cell type-specific regulatory landscapes. Furthermore, the convergence of single-cell epigenomics, high-throughput functional assays, and CRISPR-based dissection has begun to unravel this contextual grammar, revealing the computational principles governing transcriptional regulation. Critically, we propose that artificial intelligence (AI) platforms are catalyzing an ongoing transition from descriptive discovery to predictive engineering, wherein these platforms outperform natural evolution in designing synthetic CREs. Finally, a roadmap is outlined toward a plant regulatory grammar foundation model, which will enable truly predictive engineering of gene expression when fine-tuned for specific tasks. Collectively, the integration of single-cell resolution maps, precise genome editing, AI-driven design, and regulatory-compliant delivery systems promises to transform our ability to reprogram plant gene regulation for next-generation agriculture, bridging the gap between foundational regulatory biology and tangible crop improvement."
"pubmed","42708411","10.1093/nar/gkag862","An expanded realm of anti-CRISPR-associated proteins and regulatory mechanisms.","Feussner, Maximilian; Birkholz, Nils; Lee, So Yeon; Beisel, Chase L; Park, Hyun Ho; Brown, Chris M; Fineran, Peter C; Weinberg, Zasha","Nucleic acids research","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42708411/","Many bacteriophages encode anti-CRISPR (Acr) proteins that inhibit bacterial CRISPR-Cas immune systems. Rapid acr gene expression upon phage entry enables CRISPR-Cas neutralization but can impact phage fitness if unregulated. Therefore, Acr production is often controlled by distinct families of co-encoded anti-CRISPR-associated (Aca) proteins, which are usually helix-turn-helix (HTH) regulators that bind DNA within acr-aca operon promoters. Previously, we demonstrated that the Aca2 family additionally represses Acr production translationally by binding structured RNA motifs within the 5' untranslated region (UTR) of the acr-aca mRNA. Here, through systematic bioinformatic analyses, we provide evidence of structured RNA motifs in the 5' UTRs of operons encoding members of other Aca families and show that Aca1 also specifically binds its cognate RNA motif. Additionally, many Aca proteins are predicted to regulate not only their own but also adjacent operons with potential anti-defence genes. Indeed, we show that Aca14, newly identified in this study, represses two predicted anti-defence operons. Aca14 is a ribbon-helix-helix domain protein, revealing regulatory diversity beyond the canonical HTH Aca family members. Collectively, our findings expand our understanding of acr regulation in mobile genetic elements and reveal novel mechanisms by which phages fine-tune anti-defence gene expression."
"pubmed","42708327","10.1016/j.gim.2026.102716","Evaluating the pathogenic significance of unique chromosomal variants in craniosynostosis using patient-derived induced pluripotent stem cells and mouse modelling.","Korona, Dagmara; Hashimoto, Akiko Soneda; Pei, Yang; Calpena, Eduardo; Sloane-Stanley, Jackie; Riva, Simone G; Schwessinger, Ron; Forzano, Francesca; Chintawar, Satyan; Duggal, Galbha; Wall, Steven A; Hughes, Jim R; Twigg, Stephen R F; Wilkie, Andrew O M","Genetics in medicine : official journal of the American College of Medical Genetics","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42708327/","PURPOSE: Unravelling causal links between unique structural/copy-number variants (SV/CNV) and associated phenotypes is essential for correct genetic counselling. We investigated two families in which patients with craniosynostosis had SV/CNV potentially dysregulating a fibroblast growth factor (FGF)-encoding gene; a 730 kb dup(4)(q21.21) including FGF5; and a complex 568 kb interspersed 13q12.11 duplication, located 841 kb from FGF9. METHODS: We combined bioinformatic predictions of altered topologically-associating domain (TAD) structure, with experimental analysis (RNA- and ATAC- [assay for transposase-accessible chromatin] sequencing) of patient induced pluripotent stem cell lines (iPSCs) differentiated to neural crest (NCC) and osteoprogenitor (OPC) identities. For the dup(4)(q21.21) we generated a mouse bearing an equivalent rearrangement using CRISPR-Cas9 targeting. RESULTS: TAD analysis suggested potential dysregulation of the FGF5/FGF9 gene by bringing it into a novel genomic milieu. The RNA- and ATAC-seq assays demonstrated FGF5/FGF9 upregulation (2.7-18x) and local opening of chromatin, in 3/4 cell lines. For the dup(4)(q21.21), a causal role was supported by the mouse model, whereas interpretation of the 13q12.11 SV is confounded by a co-existing FOXP2 pathogenic variant. CONCLUSION: Patient iPSC-differentiated NCC and OPC lines, combined with TAD-based modelling to generate testable functional hypotheses, provide valuable functional evidence when evaluating causation of unique SV/CNV in craniosynostosis."
"pubmed","42708068","10.2147/IJN.S626615","Precision Nanodelivery Enables Spatiotemporal Control of NAD(+) Metabolism in Ageing and Disease.","Pei, Zerong; Wang, Xuemei; Liang, Fengni; Zhong, Minyong; Jiang, Qingxiang; Li, Hui","International journal of nanomedicine","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42708068/","Declining nicotinamide adenine dinucleotide (NAD(+)) represents a conserved metabolic hallmark of ageing, organ dysfunction and numerous acute and chronic disorders. NAD(+) metabolism exhibits pronounced spatial, cell-type and subcellular compartmentalization in pathological tissues, orchestrating DNA repair, redox homeostasis, inflammatory cascades and mitochondrial energy metabolism. Such compartment heterogeneity accounts for the inconsistent therapeutic outcomes of systemic NAD(+) precursor supplementation, which suffers from uneven tissue distribution and insufficient subcellular metabolite restoration. While conventional precursor replenishment lays a fundamental foundation for NAD(+) intervention, its therapeutic potency is hampered by an inability to achieve localized, time-tunable metabolic modulation. Herein, we advocate a hierarchical precision nano-delivery framework to advance NAD(+) therapeutics beyond passive systemic supplementation toward spatiotemporally programmable metabolic regulation. Nanodelivery platforms integrate tissue penetration, cellular uptake, organelle targeting and stimulus-triggered cargo release to overcome biological barriers and match NAD(+) modulation to defined pathological disease windows. This Review systematically summarizes cutting-edge nanodelivery strategies for tissue-, cell- and organelle-specific delivery of NAD(+), precursors and metabolic modulators across degenerative, inflammatory and metabolic illnesses. We further discuss key translational bottlenecks, including compartment-specific biomarkers, stratified safety evaluation, rational dosage regimen, scalable production and individualized patient stratification. We argue that the next generation of NAD(+) therapeutics will not be defined by enhanced bulk supplementation alone, but by the capacity to orchestrate precise NAD(+) manipulation across biological space and time."
"pubmed","42707988","10.7150/thno.131793","An integrated SOX4-driven transcriptional and metabolic program governs tumor-infiltrating regulatory T cells in ovarian cancer.","Wu, Lei; Tao, Ziqi; Zhang, Yuelu; Mao, Yepeng; Zhang, Lei; Yan, Lina; Li, Rong; Zhou, Lingfei; Liu, Zhijie; Shang, Wenwen; Liu, Shuna; Lou, Jianfang; Huang, Xi; Wang, Ting; Wang, Fang","Theranostics","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42707988/","BACKGROUND: Regulatory T cells (Tregs) suppress antitumor immunity in ovarian cancer (OC) and are promising targets for immunotherapy. However, the heterogeneity and regulatory mechanisms of tumor-infiltrating Tregs (TI-Tregs) remain poorly defined. Here, we aim to delineate TI-Treg programs to identify potential therapeutic targets. METHODS: CD4(+)CD25(+)CD127(-) Tregs from OC, adjacent tissues, and peripheral blood were profiled by single-cell RNA sequencing and spatial transcriptomics, with regulatory networks inferred using SCENIC. Functional and mechanistic studies of SOX4 were performed using hypoxic/tumor-conditioned models, CRISPR-Cas9 perturbation, ectopic overexpression, Cut&Tag profiling, and oxidative phosphorylation (OXPHOS) inhibition. RESULTS: We identified nine transcriptionally distinct Treg subsets, revealing a highly activated and immunosuppressive state among TI-Tregs. These TI-Tregs exhibited strong co-expression of TNFRSF4, TNFRSF9, TNFRSF18, and CTLA4, and their increased intratumoral abundance was independently associated with poorer overall survival. SCENIC analysis identified SOX4 as the top regulon defining TI-Treg identity, with spatial transcriptomics revealing SOX4(+) Tregs forming an immunoregulatory barrier at tumor margins. This phenotypic identity was robustly induced by the hypoxic microenvironment and TCR stimulation in a well-established murine OC model. Mechanistically, SOX4 transactivated MT1X to promote mitochondrial fitness and OXPHOS. Consistently, Cut&Tag profiling showed reduced chromatin accessibility at OXPHOS-related loci following SOX4 depletion. Furthermore, CRISPR-Cas9-mediated disruption of SOX4 reduced FOXP3 expression and other suppressive markers, whereas SOX4 overexpression enhanced FOXP3 expression in an OXPHOS-dependent manner. Notably, pharmacological inhibition of OXPHOS abolished this effect. CONCLUSIONS: SOX4 is a central regulator of TI-Treg suppressive function and metabolic fitness, representing a promising therapeutic target for OC."
"pubmed","42707868","10.3389/fbioe.2026.1892898","CRISPR-based point-of-care diagnostics for viral hepatitis: from molecular design to clinical implementation.","Lin, Lanke; Luo, Fukang; Liu, Shan; Tong, Xianli; Xu, Xuyu; Yi, Weijia; Deng, Xinyue; Luo, Hongzhi","Frontiers in bioengineering and biotechnology","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42707868/","Timely etiological diagnosis of viral hepatitis is essential for surveillance, treatment initiation, linkage to care, and elimination efforts. In resource-limited settings, however, diagnostic pathways are frequently disrupted by centralized nucleic acid testing, specimen-transport requirements, delayed reporting, and loss to follow-up. CRISPR-Cas-based point-of-care testing may help shorten these pathways, but its clinical value cannot be judged by analytical sensitivity alone. This review evaluates CRISPR-Cas strategies for detecting hepatitis A, B, C, D, and E viruses by linking molecular design to virus-specific clinical and public-health decisions. We compare target selection, Cas effectors, amplification strategies, readout formats, specimen processing, genotype coverage, clinical validation, and implementation feasibility. For each virus, the evidence is evaluated in relation to the principal diagnostic need, the potential contribution of CRISPR-Cas, the maturity of the available evidence, and the remaining requirements for deployment. Current evidence is most advanced for HBV and HCV, whereas HAV, HDV, and HEV applications remain less developed or more context dependent. Future platforms should prioritize clinically meaningful detection thresholds, closed-tube sample-to-answer workflows, internal controls, genotype-diverse validation, reagent stability, non-expert usability, and transparent pathway-level cost evaluation."
"pubmed","42707823","10.3389/fgeed.2026.1808390","Heat stress impact on rice reproductive processes: challenges and new approaches.","Moreira, Miguel; Queiros, Ana Rita; Ventura, Ana; Moreira, Diana; Coimbra, Silvia; Pereira, Ana Marta","Frontiers in genome editing","2026-09-08","https://pubmed.ncbi.nlm.nih.gov/42707823/","Heat stress represents one of the most severe abiotic constraints to rice (Oryza sativa L.) productivity and is expected to intensify under ongoing climate change, particularly affecting the reproductive phase and leading to substantial yield and grain quality losses. This review synthesizes current knowledge on the impacts of heat stress on rice reproduction, with a focus on both male and female reproductive structures and their interactions. Evidence from anatomical, physiological, transcriptomic, and metabolomic studies to describe how elevated temperatures disrupt key reproductive processes, including microsporogenesis, anther dehiscence, pollen viability, pollen-pistil interactions, fertilisation, and embryo sac development were integrated in this review. It further discusses the genotype-dependent differences in reproductive thermotolerance; and key genes, metabolites, and pathways associated with heat stress perception, signalling, and tolerance are highlighted. Finally, it is briefly discussed how recent advances in breeding strategies, functional genomics and genome-editing technologies, particularly CRISPR-based approaches, are providing new opportunities to enhance reproductive resilience to heat stress and how it is essential to close the existing molecular knowledge gaps in the development of heat-tolerant rice varieties capable of sustaining productivity in a warming climate."
